select name, country, age FROM singer ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/concert_singer/concert_singer.sqlite	SELECT name ,  country ,  age FROM singer ORDER BY age DESC
select countryname, countryid FROM countries WHERE country IN ( country FROM car_makers)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;

select countryname, countryid FROM countries WHERE country IN ( country FROM car_makers)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;

select avg(weight), avg(year) FROM cars_data GROUP BY avg(weight)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;

select country FROM car_makers GROUP BY country HAVING count(*) >= 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;

select countryname FROM countries WHERE Continent = "Europe" GROUP BY countryname HAVING count(*) >= 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;

select max(Height), max(Height) FROM cars_data WHERE Cylinders = 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;

select T1.make, T1.Horsepower FROM cars_data AS T1 JOIN car_names AS T2 ON T1.ModelId = T2.ModelId WHERE T1.cylinders = 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;

select model FROM cars_data ORDER BY MPG DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;

select Model FROM cars_data ORDER BY MPG DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;

select avg(Height) FROM cars_data WHERE YEAR  1980	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT avg(horsepower) FROM CARS_DATA WHERE YEAR  <  1980;

select avg(Height) FROM cars_data WHERE YEAR  1980	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select avg(horsepower) from cars_data where year  <  1980;

select avg(edispl) FROM cars_data WHERE model = 'Volvo'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';

select avg(Edispl) FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data WHERE Id IN ( Id FROM cars_data W	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';

select max(Aggressive), Cylinders FROM cars_data GROUP BY Cylinders	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;

select max(Aggressive), Cylinders FROM cars_data GROUP BY Cylinders	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;

select Model FROM model_list GROUP BY Model ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;

select Model FROM model_list GROUP BY Model ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;

select count(*) FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id WHERE T2.Maker = "American Motor Company"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';

select T1.fulname, T1.id FROM car_makers AS T1 JOIN model_list AS T2 ON T1.id = T2.modelid GROUP BY T1.id HAVING count(*) > 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;

select T1.FullName, T1.Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Maker = T2.Maker GROUP BY T1.Maker HAVING COUNT(*) > 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;

select DISTINCT model FROM cars_data WHERE weight > 3500 OR Manufacturer = 'General Motors'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;

select DISTINCT model FROM cars_data WHERE weight > 3500	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;

select YEAR FROM cars_data WHERE weight  3000 AND weight > 4000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select distinct year from cars_data where weight between 3000 and 4000;

select DISTINCT YEAR FROM cars_data WHERE weight  4000 INTERSECT YEAR FROM cars_data WHERE weight > 3000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select distinct year from cars_data where weight between 3000 and 4000;

select cylinders FROM cars_data WHERE model = 'Volvo' ORDER BY Accelerate LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;

select count(*) FROM cars_data WHERE Accelerate = ( min(accelerate) FROM cars_data WHERE model = 'Volvo')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;

select count(*) FROM cars_data WHERE Accelerate > ( max(Aggress) FROM cars_data WHERE Horsepower = ( max(Horsepower) FROM cars_data ORDER BY Accelerate DESC LIMIT 1)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );

select count(*) FROM cars_data WHERE Accelerate > ( max(Aggress) FROM cars_data WHERE Horsepower = 'M')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );

select count(*) FROM countries WHERE countryid IN ( country FROM car_makers GROUP BY country HAVING count(*) > 2).	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2

select COUNT(*) FROM countries AS T1 JOIN car_makers AS T2 ON T1.Country = T2.Country GROUP BY T1.Country HAVING COUNT(*) > 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2

select T1.Model FROM cars_data AS T1 JOIN model_list AS T2 ON T1.Model = T2.ModelId WHERE T1.cylinders = 4 GROUP BY T1.Model ORDER BY sum(T1.Height) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;

select t1.model FROM cars_data AS t1 JOIN model_list AS t2 ON t1.id = t2.model_id WHERE t1.cylinders = 4 GROUP BY t1.model_id ORDER BY sum(t1.height) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;

select T1.makeid, T1.makename FROM cars_data AS T1 JOIN car_names AS T2 ON T1.id = T2.makeid WHERE T1.height > ( min(height) FROM cars_data)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;

select T1.id, T1.make FROM cars_data AS T1 JOIN cars_names AS T2 ON T1.id = T2.makeId WHERE T1.cylinders  4	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;

select max(MPG) FROM cars_data WHERE Cylinders = 8 UNION max(MPG) FROM cars_data WHERE YEAR  1980	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select max(mpg) from cars_data where cylinders  =  8 or year  <  1980

select max(MPG) FROM cars_data WHERE Cylinders = 8 UNION max(MPG) FROM cars_data WHERE YEAR  1980	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select max(mpg) from cars_data where cylinders  =  8 or year  <  1980

select model FROM cars_data WHERE weight  3500 EXCEPT model FROM cars_data WHERE maker = 'Ford Motor Company'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';

select DISTINCT model FROM cars_data WHERE weight  3500 EXCEPT DISTINCT model FROM cars_data WHERE maker = 'Ford Motor Company'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';

select countryname FROM countries WHERE countryid NOT IN ( country FROM car_makers)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;

select countryname FROM countries WHERE countryid NOT IN ( country FROM car_makers)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;

select T1.id, T2.Maker FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id GROUP BY T1.id HAVING count(*) >= 2 INTERSECT T1.id, T2.Maker FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Id GROUP BY T1.id HAVING count(*) >= 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;

select T1.id, T1.maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.modelid = T2.modelid GROUP BY T1.id HAVING count(*) > 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;

select T1.CountryId, T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.CountryId WHERE T2.Model = 'Fiat' GROUP BY T1.CountryId HAVING COUNT(*) > 3 UNION T1.CountryId, T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.CountryId WHERE T2.Model = 'Fiat'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';

select T1.countryid, T1.countryname FROM countries AS T1 JOIN car_makers AS T2 ON T1.countryid = T2.countryid WHERE T2.Make = "Fiat" GROUP BY T1.countryid HAVING count(*) > 3 UNION T1.countryid, T1.countryname FROM countries AS T1 JOIN car_makers AS T2 ON T1.countryid = T2.countryid WHERE T2.Make = "Fiat"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/car_1/car_1.sqlite	select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';

select country FROM airlines WHERE Airline = 'Jetblue Airways'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT Country FROM AIRLINES WHERE Airline  =  "JetBlue Airways"

select Abbreviation FROM airlines WHERE Airline = "Jetblue Airways"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT Abbreviation FROM AIRLINES WHERE Airline  =  "JetBlue Airways"

select count(*) FROM flights WHERE destination = 'ATO'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  "ATO"

select count(*) FROM flights WHERE originairport = 'ATO'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  "ATO"

select count(*) FROM flights WHERE destinationairport = 'Aberdeen'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  "Aberdeen"

select count(*) FROM flights WHERE destinationairport = 'Aberdeen'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  "Aberdeen"

select count(*) FROM flights WHERE originairport = 'Aberdeen' AND destinationairport = 'Ashley'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  "Ashley" AND T3.City  =  "Aberdeen"

select count(*) FROM flights WHERE originairport = 'Aberdeen' AND destinationairport = 'Ashley'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  "Ashley" AND T3.City  =  "Aberdeen"

select count(*) FROM flights WHERE Airline = 'Jetblue Airways'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = "JetBlue Airways"

select count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.Airline = 'United Airlines' AND T1.destairport = 'ASY Airport'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  "United Airlines" AND T2.DestAirport  =  "ASY"

select count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.Airline = 'United Airlines' AND T1.destairport = 'AHD'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  "United Airlines" AND T2.SourceAirport  =  "AHD"

select city FROM flights GROUP BY city ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1

select city FROM flights GROUP BY city ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1

select T1.AirportCode FROM airports AS T1 JOIN Flights AS T2 ON T1.AirportCode = T2.StatusAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1

select T1.AirportCode FROM airports AS T1 JOIN Flights AS T2 ON T1.AirportCode = T2.StatusAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
